attack,fpr,mean_tpr,sample_std_tpr
compression_rate,0.076,0.15625,0.04878904686248749
compression_rate,0.078,0.15625,0.04878904686248749
compression_rate,0.08,0.15625,0.04878904686248749
compression_rate,0.082,0.15625,0.04878904686248749
compression_rate,0.084,0.15755208333333334,0.04725324820735431
compression_rate,0.08600000000000001,0.15885416666666666,0.04946203102401713
compression_rate,0.088,0.15885416666666666,0.04946203102401713
compression_rate,0.09,0.16927083333333334,0.03951560131638937
compression_rate,0.092,0.16927083333333334,0.03951560131638937
compression_rate,0.094,0.17447916666666666,0.03544442080420885
compression_rate,0.096,0.17447916666666666,0.03544442080420885
compression_rate,0.098,0.17708333333333334,0.032759754232836266
compression_rate,0.1,0.17708333333333334,0.032759754232836266
compression_rate,0.10200000000000001,0.18489583333333334,0.029577647634376425
compression_rate,0.10400000000000001,0.18489583333333334,0.029577647634376425
compression_rate,0.106,0.1875,0.028168369339562415
compression_rate,0.108,0.1875,0.028168369339562415
compression_rate,0.11,0.19270833333333334,0.033222267766075717
compression_rate,0.112,0.19270833333333334,0.033222267766075717
compression_rate,0.114,0.19401041666666666,0.03544442080420886
compression_rate,0.116,0.19401041666666666,0.03544442080420886
compression_rate,0.11800000000000001,0.20182291666666666,0.033222267766075717
compression_rate,0.12,0.20182291666666666,0.033222267766075717
compression_rate,0.122,0.20442708333333334,0.037126503722352225
compression_rate,0.124,0.20442708333333334,0.037126503722352225
compression_rate,0.126,0.20703125,0.0390625
compression_rate,0.128,0.20703125,0.0390625
compression_rate,0.13,0.20833333333333334,0.037126503722352225
compression_rate,0.132,0.20833333333333334,0.037126503722352225
compression_rate,0.134,0.2109375,0.03515625
compression_rate,0.136,0.2109375,0.03515625
compression_rate,0.138,0.21484375,0.03515625
compression_rate,0.14,0.21484375,0.03515625
compression_rate,0.14200000000000002,0.21875,0.0333750146301466
compression_rate,0.14400000000000002,0.21875,0.0333750146301466
compression_rate,0.146,0.22005208333333334,0.03522851369392886
compression_rate,0.148,0.22005208333333334,0.03522851369392886
compression_rate,0.15,0.22395833333333334,0.039127550003428956
compression_rate,0.152,0.22395833333333334,0.039127550003428956
compression_rate,0.154,0.2265625,0.04115489747208101
compression_rate,0.156,0.2265625,0.04115489747208101
compression_rate,0.158,0.23307291666666666,0.0379395892821184
compression_rate,0.16,0.23307291666666666,0.0379395892821184
compression_rate,0.162,0.23697916666666666,0.03989987876574105
compression_rate,0.164,0.23697916666666666,0.03989987876574105
compression_rate,0.166,0.23697916666666666,0.03989987876574105
compression_rate,0.168,0.23828125,0.04133986423538423
